unq_id,timestamp,customer_no,location,revenue_per_minute,before
Cust_2019-09-03 13:45:00_no_566,2019-09-03 13:45:00,566,checkout,0,checkout
Cust_2019-09-03 13:45:00_no_575,2019-09-03 13:45:00,575,spices,3,checkout
Cust_2019-09-03 13:45:00_no_576,2019-09-03 13:45:00,576,dairy,5,spices
Cust_2019-09-03 13:46:00_no_577,2019-09-03 13:46:00,577,fruit,4,dairy
Cust_2019-09-03 13:46:00_no_578,2019-09-03 13:46:00,578,spices,3,fruit
Cust_2019-09-03 13:47:00_no_573,2019-09-03 13:47:00,573,checkout,0,spices
Cust_2019-09-03 13:47:00_no_575,2019-09-03 13:47:00,575,checkout,0,checkout
Cust_2019-09-03 13:48:00_no_562,2019-09-03 13:48:00,562,spices,3,checkout
Cust_2019-09-03 13:48:00_no_579,2019-09-03 13:48:00,579,dairy,5,spices
Cust_2019-09-03 13:48:00_no_580,2019-09-03 13:48:00,580,fruit,4,dairy
Cust_2019-09-03 13:48:00_no_581,2019-09-03 13:48:00,581,drinks,6,fruit
Cust_2019-09-03 13:49:00_no_577,2019-09-03 13:49:00,577,checkout,0,drinks
Cust_2019-09-03 13:49:00_no_581,2019-09-03 13:49:00,581,checkout,0,checkout
Cust_2019-09-03 13:49:00_no_582,2019-09-03 13:49:00,582,drinks,6,checkout
Cust_2019-09-03 13:50:00_no_578,2019-09-03 13:50:00,578,drinks,6,drinks
Cust_2019-09-03 13:50:00_no_582,2019-09-03 13:50:00,582,checkout,0,drinks
Cust_2019-09-03 13:51:00_no_576,2019-09-03 13:51:00,576,checkout,0,checkout
Cust_2019-09-03 13:51:00_no_583,2019-09-03 13:51:00,583,fruit,4,checkout
Cust_2019-09-03 13:51:00_no_584,2019-09-03 13:51:00,584,dairy,5,fruit
Cust_2019-09-03 13:51:00_no_585,2019-09-03 13:51:00,585,spices,3,dairy
Cust_2019-09-03 13:51:00_no_586,2019-09-03 13:51:00,586,fruit,4,spices
Cust_2019-09-03 13:51:00_no_587,2019-09-03 13:51:00,587,fruit,4,fruit
Cust_2019-09-03 13:52:00_no_562,2019-09-03 13:52:00,562,drinks,6,fruit
Cust_2019-09-03 13:52:00_no_578,2019-09-03 13:52:00,578,checkout,0,drinks
Cust_2019-09-03 13:52:00_no_585,2019-09-03 13:52:00,585,dairy,5,checkout
Cust_2019-09-03 13:52:00_no_586,2019-09-03 13:52:00,586,checkout,0,dairy
Cust_2019-09-03 13:53:00_no_580,2019-09-03 13:53:00,580,dairy,5,checkout
Cust_2019-09-03 13:54:00_no_562,2019-09-03 13:54:00,562,spices,3,dairy
Cust_2019-09-03 13:54:00_no_579,2019-09-03 13:54:00,579,fruit,4,spices
Cust_2019-09-03 13:54:00_no_588,2019-09-03 13:54:00,588,spices,3,fruit
Cust_2019-09-03 13:54:00_no_589,2019-09-03 13:54:00,589,dairy,5,spices
Cust_2019-09-03 13:54:00_no_590,2019-09-03 13:54:00,590,drinks,6,dairy
Cust_2019-09-03 13:54:00_no_591,2019-09-03 13:54:00,591,dairy,5,drinks
Cust_2019-09-03 13:54:00_no_592,2019-09-03 13:54:00,592,dairy,5,dairy
Cust_2019-09-03 13:55:00_no_583,2019-09-03 13:55:00,583,checkout,0,dairy
Cust_2019-09-03 13:55:00_no_588,2019-09-03 13:55:00,588,fruit,4,checkout
Cust_2019-09-03 13:55:00_no_589,2019-09-03 13:55:00,589,spices,3,fruit
Cust_2019-09-03 13:55:00_no_590,2019-09-03 13:55:00,590,checkout,0,spices
Cust_2019-09-03 13:55:00_no_592,2019-09-03 13:55:00,592,spices,3,checkout
Cust_2019-09-03 13:56:00_no_589,2019-09-03 13:56:00,589,drinks,6,spices
Cust_2019-09-03 13:56:00_no_593,2019-09-03 13:56:00,593,fruit,4,drinks
Cust_2019-09-03 13:56:00_no_594,2019-09-03 13:56:00,594,spices,3,fruit
Cust_2019-09-03 13:56:00_no_595,2019-09-03 13:56:00,595,dairy,5,spices
Cust_2019-09-03 13:56:00_no_596,2019-09-03 13:56:00,596,dairy,5,dairy
Cust_2019-09-03 13:56:00_no_597,2019-09-03 13:56:00,597,fruit,4,dairy
Cust_2019-09-03 13:57:00_no_579,2019-09-03 13:57:00,579,checkout,0,fruit
Cust_2019-09-03 13:57:00_no_580,2019-09-03 13:57:00,580,checkout,0,checkout
Cust_2019-09-03 13:57:00_no_589,2019-09-03 13:57:00,589,checkout,0,checkout
Cust_2019-09-03 13:57:00_no_592,2019-09-03 13:57:00,592,dairy,5,checkout
Cust_2019-09-03 13:57:00_no_594,2019-09-03 13:57:00,594,fruit,4,dairy
Cust_2019-09-03 13:57:00_no_597,2019-09-03 13:57:00,597,checkout,0,fruit
Cust_2019-09-03 13:57:00_no_598,2019-09-03 13:57:00,598,fruit,4,checkout
Cust_2019-09-03 13:58:00_no_598,2019-09-03 13:58:00,598,checkout,0,fruit
Cust_2019-09-03 13:59:00_no_562,2019-09-03 13:59:00,562,fruit,4,checkout
Cust_2019-09-03 13:59:00_no_585,2019-09-03 13:59:00,585,spices,3,fruit
Cust_2019-09-03 13:59:00_no_593,2019-09-03 13:59:00,593,checkout,0,spices
Cust_2019-09-03 13:59:00_no_595,2019-09-03 13:59:00,595,checkout,0,checkout
Cust_2019-09-03 13:59:00_no_599,2019-09-03 13:59:00,599,fruit,4,checkout
Cust_2019-09-03 13:59:00_no_600,2019-09-03 13:59:00,600,fruit,4,fruit
Cust_2019-09-03 14:00:00_no_562,2019-09-03 14:00:00,562,drinks,6,fruit
Cust_2019-09-03 14:00:00_no_587,2019-09-03 14:00:00,587,checkout,0,drinks
Cust_2019-09-03 14:00:00_no_591,2019-09-03 14:00:00,591,checkout,0,checkout
Cust_2019-09-03 14:00:00_no_594,2019-09-03 14:00:00,594,spices,3,checkout
Cust_2019-09-03 14:00:00_no_601,2019-09-03 14:00:00,601,fruit,4,spices
Cust_2019-09-03 14:00:00_no_602,2019-09-03 14:00:00,602,fruit,4,fruit
Cust_2019-09-03 14:00:00_no_603,2019-09-03 14:00:00,603,drinks,6,fruit
Cust_2019-09-03 14:01:00_no_562,2019-09-03 14:01:00,562,spices,3,drinks
Cust_2019-09-03 14:01:00_no_585,2019-09-03 14:01:00,585,drinks,6,spices
Cust_2019-09-03 14:01:00_no_588,2019-09-03 14:01:00,588,dairy,5,drinks
Cust_2019-09-03 14:01:00_no_592,2019-09-03 14:01:00,592,drinks,6,dairy
Cust_2019-09-03 14:01:00_no_594,2019-09-03 14:01:00,594,drinks,6,drinks
Cust_2019-09-03 14:01:00_no_596,2019-09-03 14:01:00,596,fruit,4,drinks
Cust_2019-09-03 14:01:00_no_599,2019-09-03 14:01:00,599,checkout,0,fruit
Cust_2019-09-03 14:01:00_no_602,2019-09-03 14:01:00,602,dairy,5,checkout
Cust_2019-09-03 14:01:00_no_603,2019-09-03 14:01:00,603,checkout,0,dairy
Cust_2019-09-03 14:02:00_no_562,2019-09-03 14:02:00,562,fruit,4,checkout
Cust_2019-09-03 14:02:00_no_585,2019-09-03 14:02:00,585,checkout,0,fruit
Cust_2019-09-03 14:02:00_no_596,2019-09-03 14:02:00,596,checkout,0,checkout
Cust_2019-09-03 14:02:00_no_600,2019-09-03 14:02:00,600,checkout,0,checkout
Cust_2019-09-03 14:02:00_no_602,2019-09-03 14:02:00,602,drinks,6,checkout
Cust_2019-09-03 14:02:00_no_604,2019-09-03 14:02:00,604,fruit,4,drinks
Cust_2019-09-03 14:03:00_no_562,2019-09-03 14:03:00,562,checkout,0,fruit
Cust_2019-09-03 14:03:00_no_584,2019-09-03 14:03:00,584,spices,3,checkout
Cust_2019-09-03 14:03:00_no_592,2019-09-03 14:03:00,592,checkout,0,spices
Cust_2019-09-03 14:04:00_no_602,2019-09-03 14:04:00,602,checkout,0,checkout
Cust_2019-09-03 14:05:00_no_601,2019-09-03 14:05:00,601,checkout,0,checkout
Cust_2019-09-03 14:06:00_no_584,2019-09-03 14:06:00,584,fruit,4,checkout
Cust_2019-09-03 14:06:00_no_605,2019-09-03 14:06:00,605,dairy,5,fruit
Cust_2019-09-03 14:06:00_no_606,2019-09-03 14:06:00,606,fruit,4,dairy
Cust_2019-09-03 14:06:00_no_607,2019-09-03 14:06:00,607,dairy,5,fruit
Cust_2019-09-03 14:06:00_no_608,2019-09-03 14:06:00,608,dairy,5,dairy
Cust_2019-09-03 14:07:00_no_584,2019-09-03 14:07:00,584,checkout,0,dairy
Cust_2019-09-03 14:07:00_no_604,2019-09-03 14:07:00,604,checkout,0,checkout
Cust_2019-09-03 14:07:00_no_606,2019-09-03 14:07:00,606,checkout,0,checkout
Cust_2019-09-03 14:07:00_no_607,2019-09-03 14:07:00,607,checkout,0,checkout
Cust_2019-09-03 14:08:00_no_609,2019-09-03 14:08:00,609,fruit,4,checkout
Cust_2019-09-03 14:09:00_no_588,2019-09-03 14:09:00,588,checkout,0,fruit
Cust_2019-09-03 14:09:00_no_605,2019-09-03 14:09:00,605,drinks,6,checkout
Cust_2019-09-03 14:09:00_no_610,2019-09-03 14:09:00,610,fruit,4,drinks
Cust_2019-09-03 14:09:00_no_611,2019-09-03 14:09:00,611,dairy,5,fruit
Cust_2019-09-03 14:09:00_no_612,2019-09-03 14:09:00,612,spices,3,dairy
Cust_2019-09-03 14:10:00_no_594,2019-09-03 14:10:00,594,checkout,0,spices
Cust_2019-09-03 14:10:00_no_612,2019-09-03 14:10:00,612,dairy,5,checkout
Cust_2019-09-03 14:11:00_no_609,2019-09-03 14:11:00,609,checkout,0,dairy
Cust_2019-09-03 14:11:00_no_613,2019-09-03 14:11:00,613,fruit,4,checkout
Cust_2019-09-03 14:12:00_no_608,2019-09-03 14:12:00,608,spices,3,fruit
Cust_2019-09-03 14:12:00_no_610,2019-09-03 14:12:00,610,spices,3,spices
Cust_2019-09-03 14:12:00_no_611,2019-09-03 14:12:00,611,drinks,6,spices
Cust_2019-09-03 14:12:00_no_613,2019-09-03 14:12:00,613,drinks,6,drinks
Cust_2019-09-03 14:13:00_no_608,2019-09-03 14:13:00,608,checkout,0,drinks
Cust_2019-09-03 14:13:00_no_611,2019-09-03 14:13:00,611,spices,3,checkout
Cust_2019-09-03 14:13:00_no_613,2019-09-03 14:13:00,613,spices,3,spices
Cust_2019-09-03 14:13:00_no_614,2019-09-03 14:13:00,614,dairy,5,spices
Cust_2019-09-03 14:13:00_no_615,2019-09-03 14:13:00,615,fruit,4,dairy
Cust_2019-09-03 14:14:00_no_610,2019-09-03 14:14:00,610,fruit,4,fruit
Cust_2019-09-03 14:14:00_no_611,2019-09-03 14:14:00,611,drinks,6,fruit
Cust_2019-09-03 14:14:00_no_613,2019-09-03 14:14:00,613,checkout,0,drinks
Cust_2019-09-03 14:14:00_no_615,2019-09-03 14:14:00,615,checkout,0,checkout
Cust_2019-09-03 14:15:00_no_605,2019-09-03 14:15:00,605,spices,3,checkout
Cust_2019-09-03 14:15:00_no_614,2019-09-03 14:15:00,614,spices,3,spices
Cust_2019-09-03 14:15:00_no_616,2019-09-03 14:15:00,616,spices,3,spices
Cust_2019-09-03 14:15:00_no_617,2019-09-03 14:15:00,617,dairy,5,spices
Cust_2019-09-03 14:15:00_no_618,2019-09-03 14:15:00,618,dairy,5,dairy
Cust_2019-09-03 14:15:00_no_619,2019-09-03 14:15:00,619,dairy,5,dairy
Cust_2019-09-03 14:16:00_no_610,2019-09-03 14:16:00,610,spices,3,dairy
Cust_2019-09-03 14:16:00_no_612,2019-09-03 14:16:00,612,spices,3,spices
Cust_2019-09-03 14:16:00_no_616,2019-09-03 14:16:00,616,drinks,6,spices
Cust_2019-09-03 14:16:00_no_618,2019-09-03 14:16:00,618,fruit,4,drinks
Cust_2019-09-03 14:16:00_no_620,2019-09-03 14:16:00,620,spices,3,fruit
Cust_2019-09-03 14:16:00_no_621,2019-09-03 14:16:00,621,fruit,4,spices
Cust_2019-09-03 14:16:00_no_622,2019-09-03 14:16:00,622,fruit,4,fruit
Cust_2019-09-03 14:16:00_no_623,2019-09-03 14:16:00,623,spices,3,fruit
Cust_2019-09-03 14:17:00_no_611,2019-09-03 14:17:00,611,checkout,0,spices
Cust_2019-09-03 14:17:00_no_618,2019-09-03 14:17:00,618,spices,3,checkout
Cust_2019-09-03 14:17:00_no_619,2019-09-03 14:17:00,619,checkout,0,spices
Cust_2019-09-03 14:17:00_no_620,2019-09-03 14:17:00,620,dairy,5,checkout
Cust_2019-09-03 14:17:00_no_623,2019-09-03 14:17:00,623,drinks,6,dairy
Cust_2019-09-03 14:17:00_no_624,2019-09-03 14:17:00,624,fruit,4,drinks
Cust_2019-09-03 14:17:00_no_625,2019-09-03 14:17:00,625,fruit,4,fruit
Cust_2019-09-03 14:18:00_no_605,2019-09-03 14:18:00,605,drinks,6,fruit
Cust_2019-09-03 14:18:00_no_610,2019-09-03 14:18:00,610,drinks,6,drinks
Cust_2019-09-03 14:18:00_no_612,2019-09-03 14:18:00,612,drinks,6,drinks
Cust_2019-09-03 14:18:00_no_616,2019-09-03 14:18:00,616,checkout,0,drinks
Cust_2019-09-03 14:18:00_no_626,2019-09-03 14:18:00,626,drinks,6,checkout
Cust_2019-09-03 14:19:00_no_605,2019-09-03 14:19:00,605,fruit,4,drinks
Cust_2019-09-03 14:19:00_no_621,2019-09-03 14:19:00,621,checkout,0,fruit
Cust_2019-09-03 14:19:00_no_622,2019-09-03 14:19:00,622,checkout,0,checkout
Cust_2019-09-03 14:19:00_no_624,2019-09-03 14:19:00,624,dairy,5,checkout
Cust_2019-09-03 14:19:00_no_625,2019-09-03 14:19:00,625,dairy,5,dairy
Cust_2019-09-03 14:20:00_no_605,2019-09-03 14:20:00,605,checkout,0,dairy
Cust_2019-09-03 14:20:00_no_612,2019-09-03 14:20:00,612,fruit,4,checkout
Cust_2019-09-03 14:20:00_no_618,2019-09-03 14:20:00,618,dairy,5,fruit
Cust_2019-09-03 14:20:00_no_620,2019-09-03 14:20:00,620,checkout,0,dairy
Cust_2019-09-03 14:20:00_no_626,2019-09-03 14:20:00,626,spices,3,checkout
Cust_2019-09-03 14:20:00_no_627,2019-09-03 14:20:00,627,fruit,4,spices
Cust_2019-09-03 14:20:00_no_628,2019-09-03 14:20:00,628,spices,3,fruit
Cust_2019-09-03 14:20:00_no_629,2019-09-03 14:20:00,629,fruit,4,spices
Cust_2019-09-03 14:20:00_no_630,2019-09-03 14:20:00,630,spices,3,fruit
Cust_2019-09-03 14:21:00_no_618,2019-09-03 14:21:00,618,drinks,6,spices
Cust_2019-09-03 14:21:00_no_627,2019-09-03 14:21:00,627,dairy,5,drinks
Cust_2019-09-03 14:21:00_no_628,2019-09-03 14:21:00,628,drinks,6,dairy
Cust_2019-09-03 14:21:00_no_629,2019-09-03 14:21:00,629,drinks,6,drinks
Cust_2019-09-03 14:21:00_no_631,2019-09-03 14:21:00,631,drinks,6,drinks
Cust_2019-09-03 14:22:00_no_614,2019-09-03 14:22:00,614,dairy,5,drinks
Cust_2019-09-03 14:22:00_no_623,2019-09-03 14:22:00,623,spices,3,dairy
Cust_2019-09-03 14:22:00_no_629,2019-09-03 14:22:00,629,checkout,0,spices
Cust_2019-09-03 14:22:00_no_630,2019-09-03 14:22:00,630,dairy,5,checkout
Cust_2019-09-03 14:22:00_no_632,2019-09-03 14:22:00,632,dairy,5,dairy
Cust_2019-09-03 14:22:00_no_633,2019-09-03 14:22:00,633,spices,3,dairy
Cust_2019-09-03 14:22:00_no_634,2019-09-03 14:22:00,634,dairy,5,spices
Cust_2019-09-03 14:22:00_no_635,2019-09-03 14:22:00,635,drinks,6,dairy
Cust_2019-09-03 14:22:00_no_636,2019-09-03 14:22:00,636,dairy,5,drinks
Cust_2019-09-03 14:23:00_no_610,2019-09-03 14:23:00,610,spices,3,dairy
Cust_2019-09-03 14:23:00_no_614,2019-09-03 14:23:00,614,checkout,0,spices
Cust_2019-09-03 14:23:00_no_624,2019-09-03 14:23:00,624,spices,3,checkout
Cust_2019-09-03 14:23:00_no_625,2019-09-03 14:23:00,625,fruit,4,spices
Cust_2019-09-03 14:23:00_no_628,2019-09-03 14:23:00,628,fruit,4,fruit
Cust_2019-09-03 14:23:00_no_631,2019-09-03 14:23:00,631,checkout,0,fruit
Cust_2019-09-03 14:23:00_no_637,2019-09-03 14:23:00,637,dairy,5,checkout
Cust_2019-09-03 14:24:00_no_610,2019-09-03 14:24:00,610,drinks,6,dairy
Cust_2019-09-03 14:24:00_no_612,2019-09-03 14:24:00,612,checkout,0,drinks
Cust_2019-09-03 14:24:00_no_623,2019-09-03 14:24:00,623,dairy,5,checkout
Cust_2019-09-03 14:24:00_no_624,2019-09-03 14:24:00,624,checkout,0,dairy
Cust_2019-09-03 14:24:00_no_626,2019-09-03 14:24:00,626,checkout,0,checkout
Cust_2019-09-03 14:24:00_no_630,2019-09-03 14:24:00,630,checkout,0,checkout
Cust_2019-09-03 14:24:00_no_632,2019-09-03 14:24:00,632,checkout,0,checkout
Cust_2019-09-03 14:24:00_no_634,2019-09-03 14:24:00,634,checkout,0,checkout
Cust_2019-09-03 14:24:00_no_635,2019-09-03 14:24:00,635,fruit,4,checkout
Cust_2019-09-03 14:24:00_no_637,2019-09-03 14:24:00,637,checkout,0,fruit
Cust_2019-09-03 14:25:00_no_610,2019-09-03 14:25:00,610,checkout,0,checkout
Cust_2019-09-03 14:25:00_no_618,2019-09-03 14:25:00,618,fruit,4,checkout
Cust_2019-09-03 14:25:00_no_625,2019-09-03 14:25:00,625,checkout,0,fruit
Cust_2019-09-03 14:25:00_no_628,2019-09-03 14:25:00,628,spices,3,checkout
Cust_2019-09-03 14:25:00_no_633,2019-09-03 14:25:00,633,checkout,0,spices
Cust_2019-09-03 14:25:00_no_638,2019-09-03 14:25:00,638,dairy,5,checkout
Cust_2019-09-03 14:25:00_no_639,2019-09-03 14:25:00,639,spices,3,dairy
Cust_2019-09-03 14:26:00_no_627,2019-09-03 14:26:00,627,fruit,4,spices
Cust_2019-09-03 14:26:00_no_628,2019-09-03 14:26:00,628,dairy,5,fruit
Cust_2019-09-03 14:26:00_no_635,2019-09-03 14:26:00,635,spices,3,dairy
Cust_2019-09-03 14:26:00_no_638,2019-09-03 14:26:00,638,drinks,6,spices
Cust_2019-09-03 14:27:00_no_618,2019-09-03 14:27:00,618,dairy,5,drinks
Cust_2019-09-03 14:27:00_no_627,2019-09-03 14:27:00,627,checkout,0,dairy
Cust_2019-09-03 14:27:00_no_636,2019-09-03 14:27:00,636,fruit,4,checkout
Cust_2019-09-03 14:27:00_no_638,2019-09-03 14:27:00,638,checkout,0,fruit
Cust_2019-09-03 14:28:00_no_628,2019-09-03 14:28:00,628,spices,3,checkout
Cust_2019-09-03 14:28:00_no_640,2019-09-03 14:28:00,640,fruit,4,spices
Cust_2019-09-03 14:29:00_no_623,2019-09-03 14:29:00,623,checkout,0,fruit
Cust_2019-09-03 14:29:00_no_635,2019-09-03 14:29:00,635,checkout,0,checkout
Cust_2019-09-03 14:29:00_no_640,2019-09-03 14:29:00,640,checkout,0,checkout
Cust_2019-09-03 14:29:00_no_641,2019-09-03 14:29:00,641,drinks,6,checkout
Cust_2019-09-03 14:29:00_no_642,2019-09-03 14:29:00,642,dairy,5,drinks
Cust_2019-09-03 14:29:00_no_643,2019-09-03 14:29:00,643,spices,3,dairy
Cust_2019-09-03 14:30:00_no_628,2019-09-03 14:30:00,628,dairy,5,spices
Cust_2019-09-03 14:30:00_no_636,2019-09-03 14:30:00,636,checkout,0,dairy
Cust_2019-09-03 14:30:00_no_643,2019-09-03 14:30:00,643,dairy,5,checkout
Cust_2019-09-03 14:30:00_no_644,2019-09-03 14:30:00,644,fruit,4,dairy
Cust_2019-09-03 14:30:00_no_645,2019-09-03 14:30:00,645,fruit,4,fruit
Cust_2019-09-03 14:31:00_no_641,2019-09-03 14:31:00,641,fruit,4,fruit
Cust_2019-09-03 14:31:00_no_644,2019-09-03 14:31:00,644,dairy,5,fruit
Cust_2019-09-03 14:31:00_no_646,2019-09-03 14:31:00,646,fruit,4,dairy
Cust_2019-09-03 14:31:00_no_647,2019-09-03 14:31:00,647,fruit,4,fruit
Cust_2019-09-03 14:31:00_no_648,2019-09-03 14:31:00,648,drinks,6,fruit
Cust_2019-09-03 14:31:00_no_649,2019-09-03 14:31:00,649,spices,3,drinks
Cust_2019-09-03 14:32:00_no_628,2019-09-03 14:32:00,628,checkout,0,spices
Cust_2019-09-03 14:32:00_no_639,2019-09-03 14:32:00,639,fruit,4,checkout
Cust_2019-09-03 14:32:00_no_642,2019-09-03 14:32:00,642,fruit,4,fruit
Cust_2019-09-03 14:32:00_no_645,2019-09-03 14:32:00,645,checkout,0,fruit
Cust_2019-09-03 14:32:00_no_647,2019-09-03 14:32:00,647,dairy,5,checkout
Cust_2019-09-03 14:32:00_no_649,2019-09-03 14:32:00,649,fruit,4,dairy
Cust_2019-09-03 14:32:00_no_650,2019-09-03 14:32:00,650,dairy,5,fruit
Cust_2019-09-03 14:33:00_no_618,2019-09-03 14:33:00,618,checkout,0,dairy
Cust_2019-09-03 14:33:00_no_639,2019-09-03 14:33:00,639,checkout,0,checkout
Cust_2019-09-03 14:33:00_no_642,2019-09-03 14:33:00,642,checkout,0,checkout
Cust_2019-09-03 14:33:00_no_644,2019-09-03 14:33:00,644,drinks,6,checkout
Cust_2019-09-03 14:33:00_no_651,2019-09-03 14:33:00,651,dairy,5,drinks
Cust_2019-09-03 14:33:00_no_652,2019-09-03 14:33:00,652,fruit,4,dairy
Cust_2019-09-03 14:33:00_no_653,2019-09-03 14:33:00,653,dairy,5,fruit
Cust_2019-09-03 14:34:00_no_641,2019-09-03 14:34:00,641,checkout,0,dairy
Cust_2019-09-03 14:34:00_no_643,2019-09-03 14:34:00,643,spices,3,checkout
Cust_2019-09-03 14:34:00_no_648,2019-09-03 14:34:00,648,spices,3,spices
Cust_2019-09-03 14:34:00_no_654,2019-09-03 14:34:00,654,dairy,5,spices
Cust_2019-09-03 14:34:00_no_655,2019-09-03 14:34:00,655,dairy,5,dairy
Cust_2019-09-03 14:34:00_no_656,2019-09-03 14:34:00,656,spices,3,dairy
Cust_2019-09-03 14:34:00_no_657,2019-09-03 14:34:00,657,fruit,4,spices
Cust_2019-09-03 14:35:00_no_617,2019-09-03 14:35:00,617,fruit,4,fruit
Cust_2019-09-03 14:35:00_no_647,2019-09-03 14:35:00,647,spices,3,fruit
Cust_2019-09-03 14:35:00_no_652,2019-09-03 14:35:00,652,dairy,5,spices
Cust_2019-09-03 14:35:00_no_653,2019-09-03 14:35:00,653,spices,3,dairy
Cust_2019-09-03 14:35:00_no_654,2019-09-03 14:35:00,654,fruit,4,spices
Cust_2019-09-03 14:35:00_no_658,2019-09-03 14:35:00,658,dairy,5,fruit
Cust_2019-09-03 14:35:00_no_659,2019-09-03 14:35:00,659,dairy,5,dairy
Cust_2019-09-03 14:36:00_no_644,2019-09-03 14:36:00,644,fruit,4,dairy
Cust_2019-09-03 14:36:00_no_646,2019-09-03 14:36:00,646,spices,3,fruit
Cust_2019-09-03 14:36:00_no_647,2019-09-03 14:36:00,647,fruit,4,spices
Cust_2019-09-03 14:36:00_no_648,2019-09-03 14:36:00,648,fruit,4,fruit
Cust_2019-09-03 14:36:00_no_655,2019-09-03 14:36:00,655,checkout,0,fruit
Cust_2019-09-03 14:36:00_no_656,2019-09-03 14:36:00,656,fruit,4,checkout
Cust_2019-09-03 14:37:00_no_643,2019-09-03 14:37:00,643,drinks,6,fruit
Cust_2019-09-03 14:37:00_no_644,2019-09-03 14:37:00,644,drinks,6,drinks
Cust_2019-09-03 14:37:00_no_646,2019-09-03 14:37:00,646,checkout,0,drinks
Cust_2019-09-03 14:37:00_no_650,2019-09-03 14:37:00,650,fruit,4,checkout
Cust_2019-09-03 14:37:00_no_652,2019-09-03 14:37:00,652,checkout,0,fruit
Cust_2019-09-03 14:37:00_no_654,2019-09-03 14:37:00,654,dairy,5,checkout
Cust_2019-09-03 14:37:00_no_656,2019-09-03 14:37:00,656,spices,3,dairy
Cust_2019-09-03 14:37:00_no_657,2019-09-03 14:37:00,657,checkout,0,spices
Cust_2019-09-03 14:37:00_no_658,2019-09-03 14:37:00,658,checkout,0,checkout
Cust_2019-09-03 14:37:00_no_660,2019-09-03 14:37:00,660,drinks,6,checkout
Cust_2019-09-03 14:38:00_no_647,2019-09-03 14:38:00,647,checkout,0,drinks
Cust_2019-09-03 14:38:00_no_648,2019-09-03 14:38:00,648,spices,3,checkout
Cust_2019-09-03 14:38:00_no_650,2019-09-03 14:38:00,650,checkout,0,spices
Cust_2019-09-03 14:38:00_no_656,2019-09-03 14:38:00,656,drinks,6,checkout
Cust_2019-09-03 14:38:00_no_661,2019-09-03 14:38:00,661,spices,3,drinks
Cust_2019-09-03 14:38:00_no_662,2019-09-03 14:38:00,662,fruit,4,spices
Cust_2019-09-03 14:38:00_no_663,2019-09-03 14:38:00,663,fruit,4,fruit
Cust_2019-09-03 14:38:00_no_664,2019-09-03 14:38:00,664,spices,3,fruit
Cust_2019-09-03 14:38:00_no_665,2019-09-03 14:38:00,665,drinks,6,spices
Cust_2019-09-03 14:39:00_no_617,2019-09-03 14:39:00,617,checkout,0,drinks
Cust_2019-09-03 14:39:00_no_648,2019-09-03 14:39:00,648,drinks,6,checkout
Cust_2019-09-03 14:39:00_no_649,2019-09-03 14:39:00,649,checkout,0,drinks
Cust_2019-09-03 14:39:00_no_656,2019-09-03 14:39:00,656,checkout,0,checkout
Cust_2019-09-03 14:39:00_no_659,2019-09-03 14:39:00,659,checkout,0,checkout
Cust_2019-09-03 14:39:00_no_660,2019-09-03 14:39:00,660,checkout,0,checkout
Cust_2019-09-03 14:39:00_no_661,2019-09-03 14:39:00,661,checkout,0,checkout
Cust_2019-09-03 14:39:00_no_663,2019-09-03 14:39:00,663,spices,3,checkout
Cust_2019-09-03 14:39:00_no_664,2019-09-03 14:39:00,664,checkout,0,spices
Cust_2019-09-03 14:39:00_no_665,2019-09-03 14:39:00,665,checkout,0,checkout
Cust_2019-09-03 14:40:00_no_643,2019-09-03 14:40:00,643,checkout,0,checkout
Cust_2019-09-03 14:40:00_no_644,2019-09-03 14:40:00,644,spices,3,checkout
Cust_2019-09-03 14:40:00_no_648,2019-09-03 14:40:00,648,checkout,0,spices
Cust_2019-09-03 14:40:00_no_666,2019-09-03 14:40:00,666,fruit,4,checkout
Cust_2019-09-03 14:40:00_no_667,2019-09-03 14:40:00,667,fruit,4,fruit
Cust_2019-09-03 14:40:00_no_668,2019-09-03 14:40:00,668,dairy,5,fruit
Cust_2019-09-03 14:40:00_no_669,2019-09-03 14:40:00,669,drinks,6,dairy
Cust_2019-09-03 14:41:00_no_653,2019-09-03 14:41:00,653,checkout,0,drinks
Cust_2019-09-03 14:41:00_no_663,2019-09-03 14:41:00,663,fruit,4,checkout
Cust_2019-09-03 14:41:00_no_668,2019-09-03 14:41:00,668,checkout,0,fruit
Cust_2019-09-03 14:41:00_no_669,2019-09-03 14:41:00,669,spices,3,checkout
Cust_2019-09-03 14:41:00_no_670,2019-09-03 14:41:00,670,fruit,4,spices
Cust_2019-09-03 14:42:00_no_654,2019-09-03 14:42:00,654,drinks,6,fruit
Cust_2019-09-03 14:42:00_no_662,2019-09-03 14:42:00,662,spices,3,drinks
Cust_2019-09-03 14:42:00_no_663,2019-09-03 14:42:00,663,drinks,6,spices
Cust_2019-09-03 14:42:00_no_669,2019-09-03 14:42:00,669,checkout,0,drinks
Cust_2019-09-03 14:42:00_no_670,2019-09-03 14:42:00,670,checkout,0,checkout
Cust_2019-09-03 14:43:00_no_644,2019-09-03 14:43:00,644,checkout,0,checkout
Cust_2019-09-03 14:43:00_no_654,2019-09-03 14:43:00,654,checkout,0,checkout
Cust_2019-09-03 14:43:00_no_667,2019-09-03 14:43:00,667,spices,3,checkout
